,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Te2W,3.5185995999999995,6.302336209999999,15.00577666,90.0,90.0,90.0,332.759064746263,2,Pmn2_1,31,15.0,8.0,4.0,0
