,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Ti2Ga3,6.2427974108680475,6.2427974108680475,3.97643212,90.0,90.0,90.0,154.97157838937983,2,P4/m,83,9.0,9.0,13.0,0
