,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Bi2Se3,4.191366525881255,4.191366525881255,29.92868720220962,90.0,90.0,119.99999999999999,455.33347545355156,2,R-3m,166,12.0,12.0,2.0,0
