,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Bi2Te3,13.352651980037697,13.352651980037697,127.75064246531035,90.0,90.0,119.99999518331931,19725.535646866265,2,P-3m1,164,4.0,4.0,1.0,0
