,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Bi2Te3,4.418130446801545,4.418130446801545,32.25729903921035,90.0,90.0,120.00000000000001,545.3002551021584,2,R-3m,166,12.0,12.0,2.0,0
