,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Bi2Se3,12.57775207547009,12.577752075470093,124.69831067467356,90.0,90.0,120.00000284924681,17084.30236389333,2,P-3m1,164,4.0,4.0,1.0,0
