,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Sb2Se3,4.00155687,11.71362971,12.3620732,90.0,90.0,90.0,579.4444338187419,2,Pnma,62,13.0,5.0,5.0,0
