,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,B2Mo,3.0148025280845094,3.0148025280845094,20.877556938945116,90.0,90.0,119.99999999999999,164.33423598892458,2,R-3m,166,17.0,17.0,3.0,0
