,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,P2W,3.185465801102603,11.171110252953543,4.98374023,90.0,90.0,90.0,177.34734135619186,2,Cmc2_1,36,16.0,5.0,11.0,0
