,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Sb2Te3,4.303917965547451,4.303917965547451,31.777415302749848,90.0,90.0,119.99999999999999,509.7734013440088,2,R-3m,166,12.0,12.0,2.0,0
