,formula,a,b,c,alpha,beta,gamma,volume,num_species,sym_symbol,intl_number,k_x,k_y,k_z,n_kpoints
0,Sb2Te3,12.991937984930011,12.991937984930011,125.349205135896,90.0,90.0,119.99999938662512,18323.14829344539,2,P-3m1,164,4.0,4.0,1.0,0
